team,Rider,Date of birth,rank_start,point_start,rank_end,point_end,Comments,Country
ALM,BAGDONAS Gediminas,26/12/1985,693.0,82.0,446.0,159.0,,LTU
ALM,BAKELANTS Jan,14/02/1986,127.0,417.0,31.0,973.0,,BEL
ALM,BARDET Romain,09/11/1990,25.0,1149.0,25.0,1071.0,,FRA
ALM,BERARD Julien,27/07/1987,482.0,132.0,721.0,80.0,,FRA
ALM,BETANCUR GOMEZ Carlos Alberto,13/10/1989,67.0,616.0,463.0,149.0,Contract until 20/08,COL
ALM,BIDARD François,19/03/1992,1541.0,17.0,1591.0,16.0,Trainee as from 1/08,FRA
ALM,BONNAFOND Guillaume,23/06/1987,794.0,67.0,993.0,45.0,,FRA
ALM,CAMPISTROUS Romain,16/07/1992,2654.0,3.0,1813.0,12.0,Trainee as from 1/08,FRA
ALM,CHEREL Mikael,17/03/1986,259.0,246.0,372.0,191.0,,FRA
ALM,DANIEL Maxime,05/06/1991,414.0,164.0,1095.0,38.0,,FRA
ALM,DENZ Nico,15/02/1994,,,1168.0,33.0,Contract from 1/08,GER
ALM,DOMONT Axel,07/08/1990,713.0,80.0,966.0,48.0,,FRA
ALM,DUMOULIN Samuel,20/08/1980,110.0,473.0,168.0,363.0,,FRA
ALM,DUPONT Hubert,13/11/1980,364.0,188.0,686.0,86.0,,FRA
ALM,GASTAUER Ben,14/11/1987,265.0,241.0,312.0,222.0,,LUX
ALM,GAUDIN Damien,20/08/1986,804.0,66.0,364.0,195.0,,FRA
ALM,GOUGEARD Alexis,05/03/1993,346.0,200.0,101.0,503.0,,FRA
ALM,GRETSCH Patrick,07/04/1987,930.0,51.0,739.0,76.0,,GER
ALM,HOULE Hugo,27/09/1990,679.0,85.0,532.0,125.0,,CAN
ALM,JAUREGUI Quentin,22/04/1994,637.0,95.0,516.0,131.0,,FRA
ALM,KADRI Blel,03/09/1986,520.0,120.0,1206.0,30.0,,FRA
ALM,LATOUR Pierre,12/10/1993,772.0,71.0,120.0,453.0,,FRA
ALM,MINARD Sébastien,12/06/1982,421.0,161.0,880.0,57.0,,FRA
ALM,MONDORY Lloyd,26/04/1982,314.0,214.0,1323.0,24.0,Contract until 31/08,FRA
ALM,MONTAGUTI Matteo,06/01/1984,283.0,231.0,202.0,325.0,,ITA
ALM,NOCENTINI Rinaldo,25/09/1977,191.0,310.0,422.0,167.0,,ITA
ALM,PERAUD Jean-Christophe,22/05/1977,16.0,1312.0,246.0,281.0,,FRA
ALM,PEREIRA Florent,19/10/1993,,,2968.0,2.0,Trainee as from 1/08,FRA
ALM,POZZOVIVO Domenico,30/11/1982,38.0,912.0,32.0,972.0,,ITA
ALM,RIBLON Christophe,17/01/1981,348.0,198.0,459.0,150.0,,FRA
ALM,TURGOT Sébastien,11/04/1984,309.0,216.0,461.0,150.0,,FRA
ALM,VANSUMMEREN Johan,04/02/1981,728.0,77.0,844.0,62.0,,BEL
ALM,VUILLERMOZ Alexis,01/06/1988,159.0,358.0,57.0,698.0,,FRA
AST,AGNOLI Valerio,06/01/1985,323.0,208.0,304.0,226.0,,ITA
AST,ARU Fabio,03/07/1990,28.0,1092.0,6.0,1756.0,,ITA
AST,AYAZBAYEV Maxat,27/01/1992,1089.0,38.0,2472.0,5.0,,KAZ
AST,BOOM Lars,30/12/1985,125.0,421.0,158.0,386.0,,NED
AST,BOZIC Borut,08/08/1980,217.0,284.0,423.0,167.0,,SLO
AST,CATALDO Dario,17/03/1985,175.0,340.0,375.0,190.0,,ITA
AST,DE VREESE Laurens,29/09/1988,378.0,180.0,561.0,116.0,,BEL
AST,DYACHENKO Alexandr,17/10/1983,478.0,134.0,,,Contract until 30/09,KAZ
AST,FOMINYKH Daniil,28/08/1991,862.0,59.0,949.0,49.0,,KAZ
AST,FUGLSANG Jakob,22/03/1985,105.0,482.0,81.0,586.0,,DEN
AST,GRIVKO Andriy,07/08/1983,286.0,230.0,222.0,307.0,,UKR
AST,GRUZDEV Dmitriy,13/03/1986,678.0,85.0,702.0,84.0,,KAZ
AST,GUARDINI Andrea,12/06/1989,214.0,289.0,129.0,439.0,,ITA
AST,KAMYSHEV Arman,14/03/1991,814.0,65.0,814.0,66.0,,KAZ
AST,KANGERT Tanel,11/03/1987,256.0,248.0,183.0,347.0,,EST
AST,KOZHATAYEV Bakhtiyar,28/03/1992,937.0,51.0,640.0,98.0,,KAZ
AST,LANDA MEANA Mikel,13/12/1989,273.0,239.0,34.0,967.0,,ESP
AST,LOPEZ MORENO Miguel Angel,04/02/1994,786.0,69.0,233.0,297.0,,COL
AST,LUTSENKO Alexey,07/09/1992,216.0,287.0,179.0,349.0,,KAZ
AST,MALACARNE Davide,11/07/1987,600.0,101.0,930.0,51.0,,ITA
AST,NIBALI Vincenzo,14/11/1984,3.0,2014.0,11.0,1496.0,,ITA
AST,ROSA Diego,27/03/1989,501.0,127.0,98.0,507.0,,ITA
AST,SANCHEZ GIL Luis Leon,24/11/1983,85.0,543.0,134.0,427.0,,ESP
AST,SCARPONI Michele,25/09/1979,279.0,234.0,121.0,452.0,,ITA
AST,TAARAMÄE Rein,24/04/1987,137.0,389.0,67.0,623.0,,EST
AST,TIRALONGO Paolo,08/07/1977,508.0,125.0,275.0,250.0,,ITA
AST,TLEUBAYEV Ruslan,07/03/1987,431.0,157.0,635.0,99.0,,KAZ
AST,VANOTTI Alessandro,16/09/1980,1120.0,35.0,989.0,45.0,,ITA
AST,WESTRA Lieuwe,11/09/1982,336.0,204.0,697.0,85.0,,NED
AST,ZEITS Andrey,14/12/1986,370.0,185.0,323.0,214.0,,KAZ
BMC,ATAPUMA HURTADO Jhon Darwin,15/01/1988,596.0,102.0,258.0,270.0,,COL
BMC,BOHLI Tom,17/01/1994,1405.0,21.0,706.0,84.0,Trainee as from 1/08,SUI
BMC,BOOKWALTER Brent,16/02/1984,461.0,143.0,78.0,596.0,,USA
BMC,BURGHARDT Marcus,30/06/1983,449.0,149.0,315.0,218.0,,GER
BMC,CARUSO Damiano,12/10/1987,69.0,610.0,209.0,320.0,,ITA
BMC,DE MARCHI Alessandro,19/05/1986,167.0,352.0,462.0,150.0,,ITA
BMC,DENNIS Rohan,28/05/1990,91.0,528.0,30.0,1005.0,,AUS
BMC,DILLIER Silvan,03/08/1990,103.0,492.0,160.0,381.0,,SUI
BMC,DRUCKER Jempy,03/09/1986,70.0,607.0,100.0,503.0,,LUX
BMC,EVANS Cadel,14/02/1977,18.0,1248.0,287.0,238.0,,AUS
BMC,FLAKEMORE Campbell,06/08/1992,904.0,54.0,836.0,64.0,,AUS
BMC,FRANKINY Kilian,26/01/1994,,,1514.0,18.0,Trainee as from 1/08,SUI
BMC,GERTS Floris,03/05/1992,1331.0,24.0,285.0,241.0,Trainee as from 1/08,NED
BMC,GILBERT Philippe,05/07/1982,8.0,1696.0,16.0,1301.0,,BEL
BMC,HERMANS Ben,08/06/1986,155.0,363.0,47.0,778.0,,BEL
BMC,KÜNG Stefan,16/11/1993,591.0,103.0,205.0,324.0,,SUI
BMC,LODEWYCK Klaas,24/03/1988,686.0,84.0,1160.0,33.0,,BEL
BMC,MOINARD Amaël,02/02/1982,344.0,200.0,298.0,230.0,,FRA
BMC,OSS Daniel,13/01/1987,377.0,181.0,214.0,315.0,,ITA
BMC,PHINNEY Taylor,27/06/1990,186.0,320.0,413.0,174.0,,USA
BMC,QUINZIATO Manuel,30/10/1979,411.0,164.0,360.0,197.0,,ITA
BMC,ROSSKOPF Joey,05/09/1989,476.0,136.0,694.0,86.0,,USA
BMC,SANCHEZ GONZALEZ Samuel,05/02/1978,77.0,589.0,186.0,343.0,,ESP
BMC,SCHÄR Michael,29/09/1986,435.0,155.0,527.0,126.0,,SUI
BMC,SENNI Manuel,11/03/1992,1088.0,38.0,736.0,77.0,,ITA
BMC,STETINA Peter,08/08/1987,366.0,187.0,941.0,50.0,,USA
BMC,TEUNS Dylan,01/03/1992,406.0,167.0,248.0,278.0,,BEL
BMC,VAN AVERMAET Greg,17/05/1985,15.0,1330.0,9.0,1685.0,,BEL
BMC,VAN GARDEREN Tejay,12/08/1988,20.0,1183.0,68.0,622.0,,USA
BMC,VELITS Peter,21/02/1985,165.0,352.0,2395.0,5.0,,SVK
BMC,VLIEGEN Loïc,20/12/1993,532.0,117.0,377.0,190.0,Contract from 28/06,BEL
BMC,WYSS Danilo,26/08/1985,622.0,97.0,313.0,220.0,,SUI
BMC,ZABEL Rick,07/12/1993,540.0,116.0,558.0,117.0,,GER
EQS,ALAPHILIPPE Julian,11/06/1992,160.0,358.0,44.0,826.0,,FRA
EQS,BOONEN Tom,15/10/1980,47.0,783.0,37.0,952.0,,BEL
EQS,BOUET Maxime,03/11/1986,358.0,193.0,425.0,167.0,,FRA
EQS,BRAMBILLA Gianluca,22/08/1987,359.0,193.0,195.0,333.0,,ITA
EQS,CAVENDISH Mark,21/05/1985,60.0,642.0,36.0,961.0,,GBR
EQS,CONTRERAS PINZON Rodrigo,02/06/1994,,,948.0,50.0,Trainee as from 1/08,COL
EQS,DE LA CRUZ MELGAREJO David,06/05/1989,466.0,141.0,531.0,125.0,,ESP
EQS,GAVIRIA RENDON Fernando,19/08/1994,2763.0,2.0,458.0,151.0,Trainee as from 1/08,COL
EQS,GOLAS Michal,29/04/1984,291.0,228.0,297.0,231.0,,POL
EQS,KEISSE Iljo,21/12/1982,514.0,123.0,328.0,212.0,,BEL
EQS,KWIATKOWSKI Michal,02/06/1990,5.0,1948.0,21.0,1133.0,,POL
EQS,LAMPAERT Yves,10/04/1991,171.0,347.0,52.0,724.0,,BEL
EQS,MAES Nikolas,09/04/1986,317.0,212.0,354.0,200.0,,BEL
EQS,MARTIN Tony,23/04/1985,17.0,1253.0,66.0,624.0,,GER
EQS,MEERSMAN Gianni,05/12/1985,42.0,850.0,250.0,276.0,,BEL
EQS,RENSHAW Mark,22/10/1982,236.0,264.0,701.0,84.0,,AUS
EQS,SABATINI Fabio,18/02/1985,1047.0,40.0,940.0,50.0,,ITA
EQS,SERRY Pieter,21/11/1988,233.0,266.0,296.0,232.0,,BEL
EQS,STYBAR Zdenek,11/12/1985,59.0,646.0,38.0,952.0,,CZE
EQS,TERPSTRA Niki,18/05/1984,19.0,1235.0,19.0,1171.0,,NED
EQS,TRENTIN Matteo,02/08/1989,157.0,362.0,71.0,612.0,,ITA
EQS,URAN URAN Rigoberto,26/01/1987,36.0,938.0,18.0,1174.0,,COL
EQS,VAKOC Petr,11/07/1992,221.0,283.0,199.0,330.0,,CZE
EQS,VAN KEIRSBULCK Guillaume,14/02/1991,126.0,419.0,543.0,122.0,,BEL
EQS,VANDENBERGH Stijn,25/04/1984,149.0,368.0,280.0,246.0,,BEL
EQS,VELITS Martin,21/02/1985,966.0,47.0,1103.0,37.0,,SVK
EQS,VERMOTE Julien,26/07/1989,261.0,245.0,409.0,175.0,,BEL
EQS,VERONA QUINTANILLA Carlos,04/11/1992,547.0,114.0,533.0,125.0,,ESP
EQS,WISNIOWSKI Lukasz,07/12/1991,609.0,99.0,749.0,75.0,,POL
FDJ,BONNET William,25/06/1982,793.0,67.0,1423.0,20.0,,FRA
FDJ,BOUCHER David,17/03/1980,873.0,57.0,1275.0,26.0,,BEL
FDJ,CHAVANEL Sébastien,21/03/1981,1203.0,30.0,1129.0,35.0,,FRA
FDJ,COURTEILLE Arnaud,13/03/1989,797.0,67.0,1244.0,28.0,,FRA
FDJ,DELAGE Mickaël,06/08/1985,493.0,128.0,753.0,74.0,,FRA
FDJ,DEMARE Arnaud,26/08/1991,11.0,1501.0,117.0,464.0,,FRA
FDJ,DOUBEY Fabien,21/10/1993,,,,,Trainee as from 1/08,FRA
FDJ,ELISSONDE Kenny,22/07/1991,543.0,115.0,339.0,205.0,,FRA
FDJ,FISCHER Murilo Antonio,16/06/1979,1118.0,35.0,1200.0,30.0,,BRA
FDJ,FOURNIER Marc,12/11/1994,,,2122.0,8.0,Trainee as from 1/08,FRA
FDJ,GENIEZ Alexandre,16/04/1988,262.0,245.0,112.0,466.0,,FRA
FDJ,GESBERT Elie,01/07/1995,,,1240.0,29.0,Trainee as from 1/08,FRA
FDJ,GESLIN Anthony,09/06/1980,886.0,55.0,1199.0,30.0,,FRA
FDJ,JEANNESSON Arnold,16/01/1986,243.0,260.0,1173.0,32.0,,FRA
FDJ,LADAGNOUS Matthieu,12/12/1984,459.0,145.0,321.0,216.0,,FRA
FDJ,LE BON Johan,03/10/1990,401.0,169.0,230.0,298.0,,FRA
FDJ,LE GAC Olivier,27/08/1993,921.0,53.0,1120.0,36.0,,FRA
FDJ,LECUISINIER Pierre-Henri,30/06/1993,1182.0,32.0,1109.0,37.0,,FRA
FDJ,MANZIN Lorrenzo,26/07/1994,1502.0,18.0,549.0,121.0,,FRA
FDJ,MORABITO Steve,30/01/1983,231.0,267.0,363.0,195.0,,SUI
FDJ,MOUREY Francis,08/12/1980,684.0,84.0,873.0,58.0,,FRA
FDJ,OFFREDO Yoann,12/11/1986,439.0,153.0,908.0,53.0,,FRA
FDJ,PICHON Laurent,19/07/1986,397.0,170.0,539.0,123.0,,FRA
FDJ,PINEAU Cédric,08/05/1985,574.0,107.0,992.0,45.0,,FRA
FDJ,PINOT Thibaut,29/05/1990,33.0,1023.0,10.0,1530.0,,FRA
FDJ,REZA Kévin,18/05/1988,260.0,246.0,498.0,137.0,,FRA
FDJ,ROUX Anthony,18/04/1987,212.0,289.0,284.0,242.0,,FRA
FDJ,ROY Jérémy,22/06/1983,234.0,265.0,744.0,75.0,,FRA
FDJ,SARREAU Marc,10/06/1993,1100.0,37.0,428.0,166.0,,FRA
FDJ,VAUGRENARD Benoît,05/01/1982,683.0,84.0,859.0,60.0,,FRA
FDJ,VEIKKANEN Jussi,29/03/1981,689.0,83.0,1033.0,42.0,,FIN
FDJ,VICHOT Arthur,26/11/1988,111.0,463.0,332.0,211.0,,FRA
IAM,AREGGER Marcel,26/08/1990,1131.0,35.0,1079.0,39.0,,SUI
IAM,BRÄNDLE Matthias,07/12/1989,182.0,325.0,266.0,263.0,,AUT
IAM,CHAVANEL Sylvain,30/06/1979,23.0,1150.0,126.0,444.0,,FRA
IAM,CHEVRIER Clément,29/06/1992,946.0,50.0,945.0,50.0,,FRA
IAM,CLEMENT Stef,24/09/1982,268.0,240.0,593.0,109.0,,NED
IAM,COPPEL Jérôme,06/08/1986,215.0,288.0,273.0,254.0,,FRA
IAM,DEGAND Thomas,13/05/1986,181.0,330.0,741.0,76.0,,BEL
IAM,DENIFL Stefan,20/09/1987,450.0,149.0,544.0,121.0,,AUT
IAM,DEVENYNS Dries,22/07/1983,429.0,158.0,426.0,166.0,,BEL
IAM,ELMIGER Martin,23/09/1978,322.0,208.0,192.0,334.0,,SUI
IAM,ENGER Sondre Holst,17/12/1993,527.0,118.0,695.0,86.0,,NOR
IAM,FRANK Mathias,09/12/1986,48.0,767.0,133.0,428.0,,SUI
IAM,FUMEAUX Jonathan,07/03/1988,586.0,104.0,961.0,48.0,,SUI
IAM,HAUSSLER Heinrich,25/02/1984,276.0,237.0,140.0,412.0,,AUS
IAM,HOLLENSTEIN Reto,22/08/1985,727.0,78.0,464.0,148.0,,SUI
IAM,KLUGE Roger,05/02/1986,828.0,63.0,591.0,110.0,,GER
IAM,LANG Pirmin,25/11/1984,1019.0,42.0,1900.0,10.0,,SUI
IAM,PANTANO GOMEZ Jarlinson,19/11/1988,333.0,205.0,227.0,300.0,,COL
IAM,PELLAUD Simon,06/11/1992,1566.0,16.0,1248.0,28.0,,SUI
IAM,PELUCCHI Matteo,21/01/1989,375.0,183.0,218.0,312.0,,ITA
IAM,PINEAU Jérôme,02/01/1980,580.0,105.0,1394.0,21.0,,FRA
IAM,REICHENBACH Sébastien,28/05/1989,179.0,335.0,292.0,235.0,,SUI
IAM,REYNES MIMO Vicente,30/07/1981,460.0,144.0,914.0,52.0,,ESP
IAM,SARAMOTINS Aleksejs,08/04/1982,453.0,148.0,487.0,141.0,,LAT
IAM,SCHELLING Patrick,01/05/1990,1399.0,21.0,1356.0,23.0,,SUI
IAM,TANNER David,30/09/1984,923.0,52.0,589.0,110.0,,AUS
IAM,VAN GENECHTEN Jonas,16/09/1986,97.0,521.0,331.0,212.0,,BEL
IAM,WARBASSE Larry,28/06/1990,723.0,79.0,481.0,143.0,,USA
IAM,WYSS Marcel,25/06/1986,383.0,177.0,563.0,115.0,,SUI
LAM,BONIFAZIO Niccolo,29/10/1993,104.0,484.0,84.0,561.0,,ITA
LAM,BONO Matteo,11/11/1983,940.0,50.0,746.0,75.0,,ITA
LAM,CATTANEO Mattia,25/10/1990,782.0,70.0,1538.0,17.0,,ITA
LAM,CIMOLAI Davide,13/08/1989,379.0,180.0,146.0,410.0,,ITA
LAM,CONTI Valerio,30/03/1993,239.0,262.0,478.0,144.0,,ITA
LAM,COSTA Mario Jorge Faria,15/11/1985,2013.0,8.0,1433.0,20.0,,POR
LAM,COSTA Rui Alberto Faria,05/10/1986,14.0,1367.0,23.0,1108.0,,POR
LAM,DURASEK Kristijan,26/07/1987,288.0,229.0,210.0,319.0,,CRO
LAM,FENG Chun Kai,02/11/1988,1065.0,39.0,1328.0,24.0,,TPE
LAM,FERRARI Roberto,09/03/1983,270.0,240.0,517.0,130.0,,ITA
LAM,GANNA Filippo,25/07/1996,,,1680.0,15.0,Trainee as from 1/08,ITA
LAM,GRMAY Tsgabu Gebremaryam,25/08/1991,783.0,70.0,352.0,201.0,,ETH
LAM,KOSHEVOY Ilia,20/03/1991,1235.0,29.0,400.0,178.0,,BLR
LAM,MODOLO Sacha,19/06/1987,94.0,523.0,53.0,718.0,,ITA
LAM,MORI Manuele,09/08/1980,351.0,195.0,493.0,138.0,,ITA
LAM,NIEMIEC Przemyslaw,11/04/1980,118.0,438.0,433.0,164.0,,POL
LAM,OLIVEIRA Nelson Filipe Santos Simoes,06/03/1989,275.0,238.0,136.0,422.0,,POR
LAM,PACIONI Luca,13/08/1993,,,1740.0,14.0,Trainee as from 1/08,ITA
LAM,PIBERNIK Luka,23/10/1993,839.0,62.0,427.0,166.0,,SLO
LAM,PLAZA MOLINA Ruben,29/02/1980,639.0,94.0,193.0,334.0,,ESP
LAM,POLANC Jan,06/05/1992,458.0,146.0,234.0,296.0,,SLO
LAM,POZZATO Filippo,10/09/1981,264.0,241.0,437.0,162.0,,ITA
LAM,RAVASI Edward,05/06/1994,1834.0,11.0,843.0,63.0,Trainee as from 1/08,ITA
LAM,RICHEZE ARAQUISTAIN Maximiliano Ariel,07/03/1983,745.0,74.0,674.0,89.0,,ARG
LAM,SERPA PEREZ Jose Rodolfo,17/04/1979,327.0,207.0,579.0,111.0,,COL
LAM,ULISSI Diego,15/07/1989,53.0,691.0,50.0,739.0,,ITA
LAM,VALLS FERRI Rafael,25/06/1987,477.0,135.0,115.0,465.0,,ESP
LAM,XU Gang,28/01/1984,1295.0,25.0,2399.0,5.0,,CHN
LTS,ARMEE Sander,10/12/1985,717.0,79.0,931.0,51.0,,BEL
LTS,BAK Lars Ytting,16/01/1980,302.0,219.0,176.0,352.0,,DEN
LTS,BENOOT Tiesj,11/03/1994,315.0,214.0,41.0,872.0,,BEL
LTS,BOECKMANS Kris,13/02/1987,489.0,129.0,59.0,674.0,,BEL
LTS,BREEN Vegard,08/02/1990,510.0,124.0,1148.0,34.0,,NOR
LTS,BROECKX Stig,10/05/1990,704.0,81.0,796.0,69.0,,BEL
LTS,DE BIE Sean,03/10/1991,659.0,89.0,113.0,466.0,,BEL
LTS,DE BUYST Jasper,24/11/1993,423.0,161.0,750.0,75.0,,BEL
LTS,DE CLERCQ Bart,26/08/1986,654.0,90.0,137.0,418.0,,BEL
LTS,DE GENDT Thomas,06/11/1986,900.0,54.0,460.0,150.0,,BEL
LTS,DEBUSSCHERE Jens,28/08/1989,61.0,642.0,45.0,821.0,,BEL
LTS,DEHAES Kenny,10/11/1984,307.0,217.0,562.0,115.0,,BEL
LTS,DOCKX Gert,04/07/1988,1063.0,39.0,1614.0,15.0,,BEL
LTS,FRISON Frederik,28/07/1992,2365.0,5.0,1731.0,14.0,Trainee as from 1/08,BEL
LTS,GALLOPIN Tony,24/05/1988,34.0,1015.0,29.0,1063.0,,FRA
LTS,GREIPEL André,16/07/1982,26.0,1110.0,12.0,1419.0,,GER
LTS,HANSEN Adam,11/05/1981,174.0,340.0,434.0,164.0,,AUS
LTS,HENDERSON Gregory,10/09/1976,340.0,202.0,818.0,65.0,,NZL
LTS,LIGTHART Pim,16/06/1988,338.0,204.0,232.0,297.0,,NED
LTS,MONFORT Maxime,14/01/1983,224.0,275.0,201.0,326.0,,BEL
LTS,ROELANDTS Jürgen,02/07/1985,151.0,365.0,56.0,703.0,,BEL
LTS,SIEBERG Marcel,30/04/1982,485.0,131.0,541.0,122.0,,GER
LTS,VALLEE Boris,03/06/1993,906.0,54.0,249.0,277.0,,BEL
LTS,VAN DEN BROECK Jurgen,01/02/1983,152.0,364.0,165.0,366.0,,BEL
LTS,VAN DER SANDE Tosh,28/11/1990,419.0,162.0,314.0,219.0,,BEL
LTS,VAN GESTEL Dries,30/09/1994,1741.0,13.0,810.0,67.0,Trainee as from 1/08,BEL
LTS,VAN ROOY Kenneth,08/10/1993,1735.0,13.0,869.0,59.0,Trainee as from 1/08,BEL
LTS,VANENDERT Dennis,27/06/1988,795.0,67.0,639.0,98.0,,BEL
LTS,VANENDERT Jelle,19/02/1985,87.0,534.0,619.0,102.0,,BEL
LTS,VERVAEKE Louis,06/10/1993,545.0,115.0,1215.0,30.0,,BEL
LTS,WELLENS Tim,10/05/1991,49.0,748.0,48.0,774.0,,BEL
MOV,AMADOR BIKKAZAKOVA Andrey,29/08/1986,242.0,260.0,147.0,407.0,,CRC
MOV,ANACONA GOMEZ Winner Andrew,11/08/1988,198.0,308.0,368.0,194.0,,COL
MOV,ANTON HERNANDEZ Igor,02/03/1983,448.0,149.0,272.0,255.0,,ESP
MOV,CAPECCHI Eros,13/06/1986,409.0,165.0,1131.0,35.0,,ITA
MOV,CASTROVIEJO NICOLAS Jonathan,27/04/1987,352.0,195.0,102.0,501.0,,ESP
MOV,DOWSETT Alex,03/10/1988,292.0,228.0,208.0,321.0,,GBR
MOV,ERVITI OLLO Imanol,15/11/1983,362.0,189.0,788.0,70.0,,ESP
MOV,FERNANDEZ ANDUJAR Ruben,01/03/1991,416.0,163.0,231.0,298.0,,ESP
MOV,GADRET John,22/04/1979,398.0,169.0,763.0,73.0,,FRA
MOV,HERRADA LOPEZ Jesus,26/07/1990,131.0,409.0,118.0,459.0,,ESP
